DATE,52WK HIGH,52WK LOW,SECTOR,COMPANY, ISIN  CODE, STATUS,BID,ASK,HIGH,LOW,PREVIOUS PRICE,VOLUME,TOTAL NO OF SHARES ISSUED,MRT CAP ,VWAP,10 % up, 10% down 
11/23/2023,4.2,4.1,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,,,,,4.11,-,,,4.11,,
11/23/2023,6,6,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,5.4,,,,6,-,,,6,,
11/23/2023,26.4,14.55,ENERGY & PETROLEUM,TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.5,17,17,15.85,15.85,400,"175,065,000","2,923,585,500",16.7,18.37,15.03
11/23/2023,18,6.3,ENERGY & PETROLEUM,Umeme Ltd Ord 0.50,UG0000001145,cd,13.7,14.2,13.85,13.6,13.95,500,"1,623,878,005","22,247,128,669",13.7,15.07,12.33
11/23/2023,6.7,4.01,INSURANCE,Britam Holdings Plc Ord 0.10,KE2000002192,,5.14,5.2,5.14,5.14,5.02,"4,600","2,523,486,816","12,970,722,234",5.14,5.65,4.63
11/23/2023,2.31,1.6,INSURANCE,CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2.03,2.19,2.2,2,2.2,"39,900","2,615,538,528","5,597,252,450",2.14,2.35,1.93
11/23/2023,255,142,INSURANCE,Jubilee Holdings Ltd Ord 5.00,KE0000000273,,181,183,184,182,182,700,"72,472,950","13,316,904,563",183.75,202.13,165.38
11/23/2023,2.18,1.5,INSURANCE,Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.74,1.78,1.79,1.73,1.8,"60,800","2,799,796,272","4,899,643,476",1.75,1.93,1.58
11/23/2023,7.48,3.3,INSURANCE,Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,3.5,4,3.5,3.5,3.85,100,"535,707,499","1,874,976,247",3.5,3.85,3.15
11/23/2023,11.7,6.7,INSURANCE,Sanlam Kenya Plc Ord 5.00,KE0000000414,,7,7.98,,,7.48,-,"144,000,000","1,077,120,000",7.48,8.23,6.73
11/23/2023,10,7.6,INVESTMENT,Centum Investment Co Plc Ord 0.50,KE0000000265,xd,8.46,9,9,8.46,8.58,"478,600","665,441,714","5,656,254,569",8.5,9.35,7.65
11/23/2023,0.41,0.27,INVESTMENT,Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.3,0.31,0.35,0.33,0.32,"5,700","405,255,320","133,734,256",0.33,0.36,0.3
11/23/2023,1500,"1,500.00",INVESTMENT,Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00",-,"102,272","153,408,000","1,500.00",1650,"1,350.00"
11/23/2023,5.6,1.91,INVESTMENT,Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,2.62,2.9,2.65,2.65,2.65,"3,400","40,000,000","106,000,000",2.65,2.92,2.39
11/23/2023,1.35,0.45,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.48,0.52,,,0.52,0,"1,128,028,321","586,574,727",0.52,0.57,0.47
11/23/2023,8,5.5,INVESTMENT SERVICES,Nairobi Securities Exchange Plc Ord 4.00,KE3000009674,,6,6.2,6,5.9,5.9,"2,200","259,500,791","1,557,004,746",6,6.6,5.4
11/23/2023,92.25,65,MANUFACTURING & ALLIED,B.O.C Kenya Plc Ord 5.00,KE0000000042,,80,,,,79.75,-,"19,525,446","1,557,154,319",79.75,87.73,71.78
11/23/2023,495,400,MANUFACTURING & ALLIED,British American Tobacco Kenya Plc Ord 10.00,KE0000000075,,408,410,410,410,410,"10,900","100,000,000","41,000,000,000",410,451,369
11/23/2023,17.95,11,MANUFACTURING & ALLIED,Carbacid Investments Plc Ord 1.00,KE0000000117,cd,16.5,16.65,16.65,16.05,16.45,"20,000","254,851,985","4,141,344,756",16.25,17.88,14.63
11/23/2023,190,111,MANUFACTURING & ALLIED,East African Breweries Plc Ord 2.00,KE0000000216,,113.5,114,114.25,113.5,114.25,"606,500","790,774,356","90,148,276,584",114,125.4,102.6
11/23/2023,1.54,0.9,MANUFACTURING & ALLIED,Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.08,,,,1.07,-,"178,053,486","190,517,230",1.07,1.18,0.96
11/23/2023,19.5,10.4,MANUFACTURING & ALLIED,Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,,19.5,,,19.5,-,"12,868,124","250,928,418",19.5,21.45,17.55
11/23/2023,0.27,0.27,MANUFACTURING & ALLIED,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27,-,"1,530,000,000","413,100,000",0.27,0.3,0.24
11/23/2023,32,14,MANUFACTURING & ALLIED,Unga Group Ltd Ord 5.00,KE0000000497,,15.25,16.7,,,15.2,-,"75,708,873","1,150,774,870",15.2,16.72,13.68
11/23/2023,29,11.5,TELECOMMUNICATION,Safaricom Plc Ord 0.05,KE1000001402,,13.4,13.5,13.7,13.45,13.7,"885,500","40,065,428,000","544,889,820,800",13.6,14.96,12.24
11/23/2023,10,5.38,REAL ESTATE INVESTMENT TRUST,ILAM FAHARI I-REIT Ord.20.00,KE5000003656,,5.9,6,6,6,6.06,"1,400","180,972,300","1,085,833,800",6,6.6,5.4
11/23/2023,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20,-,"346,231,413","6,924,628,260",20,22,18
11/23/2023,2895,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,2870,,2962i,2962i,2915,-,"400,000","1,166,000,000","2,915.00",-,-
11/24/2023,14.5,10,AGRICULTURAL,Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,11.85,13.95,,,13,-,"32,157,000","418,041,000",13,14.3,11.7
11/24/2023,430,240,AGRICULTURAL,Kakuzi Plc Ord.5.00,KE0000000281,,386,405,,,385,-,"19,599,999","7,545,999,615",385,423.5,346.5
11/24/2023,249,81,AGRICULTURAL,Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,cd,217.5,,240,240,219.25,"1,000","7,824,000","1,877,760,000",240,264,216
11/24/2023,490,320,AGRICULTURAL,The Limuru Tea Co. Plc Ord 20.00AIMS,KE0000000356,,,,,,380,-,"2,400,000","912,000,000",380,418,342
11/24/2023,32.6,18,AGRICULTURAL,Sasini Plc Ord 1.00,KE0000000430,,19.95,20,20,20,20,"7,000","228,055,500","4,561,110,000",20,22,18
11/24/2023,275,120,AGRICULTURAL,Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,cd,225,233.75,233,233,229.5,700,"17,512,640","4,080,445,120",233,256.3,209.7
11/24/2023,49,21.3,AUTOMOBILES & ACCESSORIES,Car & General (K) Ltd Ord 5.00,KE0000000109,,21.3,23.5,23.5,21.3,22.5,"3,000","80,206,616","1,844,752,168",23,25.3,20.7
11/24/2023,13,10,BANKING,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,11.7,11.8,11.8,11.45,11.4,"16,600","5,431,536,000","63,005,817,600",11.6,12.76,10.44
11/24/2023,37,26.5,BANKING,BK Group Plc Ord 0.80,KE5000008986,cd,33,36.5,,,36.5,-,"896,759,222","32,731,711,603",36.5,40.15,32.85
11/24/2023,55.5,43.05,BANKING,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,45,45.95,46,45.95,46,"5,400","279,602,220","12,847,722,009",45.95,50.55,41.36
11/24/2023,50,35,BANKING,Equity Group Holdings Plc Ord 0.50,KE0000000554,,37.5,38,39,37.5,38.3,"284,500","3,773,674,802","144,531,744,917",38.3,42.13,34.47
11/24/2023,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,3.8,4,4.04,3.8,3.68,"2,500","384,614,168","1,519,225,964",3.95,4.35,3.56
11/24/2023,21.5,15.8,BANKING,I&M Group Plc Ord 1.00,KE0000000125,,17.45,17.5,17.5,17.45,17.5,"24,100","1,653,621,476","28,938,375,830",17.5,19.25,15.75
11/24/2023,43,15,BANKING,KCB Group Plc Ord 1.00,KE0000000315,,19.6,19.7,20.2,19.5,20.35,"238,100","3,213,462,815","63,947,910,019",19.9,21.89,17.91
11/24/2023,42,28.5,BANKING,NCBA Group Plc Ord 5.00,KE0000000406,,37,39,38.5,35.95,35.9,"916,300","1,647,519,532","62,770,494,169",38.1,41.91,34.29
11/24/2023,132,90,BANKING,Stanbic Holdings Plc ord.5.00,KE0000000091,,105,110,110,105,105,"1,500","395,321,638","43,188,888,952",109.25,120.18,98.33
11/24/2023,172.5,134,BANKING,Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,cd,159.5,159.75,159.75,158.25,159.5,"17,600","377,861,629","59,891,068,197",158.5,174.35,142.65
11/24/2023,14,10.1,BANKING,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,11.3,11.4,11.65,11.3,11.65,"234,900","5,867,174,695","67,472,508,993",11.5,12.65,10.35
11/24/2023,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45,-,"123,558,228","55,601,203",0.45,0.5,0.41
11/24/2023,1.88,0.59,COMMERCIAL AND SERVICES,Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.2,1.25,1.25,1.25,1.26,"2,300","210,000,000","262,500,000",1.25,1.38,1.13
11/24/2023,5.4,2.7,COMMERCIAL AND SERVICES,Express Kenya Plc Ord 5.00AIMS,KE0000000224,,3.99,,3.99,3.99,3.63,300,"47,711,481","190,368,809",3.99,4.39,3.59
11/24/2023,4.66,4.66,COMMERCIAL AND SERVICES,Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,4.66,,,,4.66,-,"63,200,000","294,512,000",4.66,5.13,4.19
11/24/2023,3.83,3.83,COMMERCIAL AND SERVICES,Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83,-,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
11/24/2023,4.1,2,COMMERCIAL AND SERVICES,Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.3,2.52,2.3,2.3,2.3,"36,100","272,440,473","626,613,088",2.3,2.53,2.07
11/24/2023,5,2.35,COMMERCIAL AND SERVICES,Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.4,,2.58,2.58,2.35,200,"1,353,711,934","3,492,576,790",2.58,2.84,2.32
11/24/2023,21.75,14,COMMERCIAL AND SERVICES,Nation Media Group Plc Ord. 2.50,KE0000000380,,20,20.15,20,20,20,"5,800","190,295,163","3,805,903,260",20,22,18
11/24/2023,3.51,1.8,COMMERCIAL AND SERVICES,Sameer Africa Plc Ord 5.00,KE0000000232,,2.15,2.35,2.35,2.35,2.15,300,"278,342,393","654,104,624",2.35,2.59,2.12
11/24/2023,14.3,5.96,COMMERCIAL AND SERVICES,Standard Group Plc Ord 5.00,KE0000000455,,,7.98,,,7.5,-,"81,731,808","612,988,560",7.5,8.25,6.75
11/24/2023,16.4,10.85,COMMERCIAL AND SERVICES,TPS Eastern Africa Ltd Ord 1.00,KE0000000539,,11.5,13,11.5,11.5,12,800,"182,174,108","2,095,002,242",11.5,12.65,10.35
11/24/2023,0.29,0.16,COMMERCIAL AND SERVICES,Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.17,,0.18,0.16,0.17,"24,300","364,959,616","62,043,135",0.17,0.19,0.15
11/24/2023,3.7,2.2,COMMERCIAL AND SERVICES,WPP Scangroup Plc Ord 1.00,KE0000000562,,2.3,2.44,2.44,2.44,2.23,"6,000","432,155,985","1,054,460,603",2.44,2.68,2.2
11/24/2023,5.55,5.55,CONSTRUCTION & ALLIED,ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55,-,"959,940,200","5,327,668,110",5.55,6.11,5
11/24/2023,37,21.3,CONSTRUCTION & ALLIED,Bamburi Cement Plc Ord 5.00,KE0000000059,,34,35.15,35.3,34,34.95,"1,094,200","362,959,275","12,703,574,625",35,38.5,31.5
11/24/2023,46,35,CONSTRUCTION & ALLIED,Crown Paints Kenya Plc Ord 5.00,KE0000000141,,33,35.95,36,36,36.5,"1,000","142,362,000","5,125,032,000",36,39.6,32.4
11/24/2023,1.26,0.72,CONSTRUCTION & ALLIED,E.A.Cables Ltd Ord 0.50,KE0000000174,,0.85,0.87,0.89,0.87,0.91,"1,400","253,125,000","222,750,000",0.88,0.97,0.79
11/24/2023,9.5,5.38,CONSTRUCTION & ALLIED,E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,8,8.5,8.5,8.5,8.72,200,"90,000,000","765,000,000",8.5,9.35,7.65
11/24/2023,3.88,2,ENERGY & PETROLEUM,KenGen Co. Plc Ord. 2.50,KE0000000547,cd,2.29,2.3,2.3,2.29,2.3,"1,507,400","6,594,522,339","15,167,401,380",2.3,2.53,2.07
11/24/2023,2.11,1.3,ENERGY & PETROLEUM,Kenya Power & Lighting Co Plc Ord 2.50,KE0000000349,,1.4,1.44,1.49,1.39,1.48,"30,900","1,951,467,045","2,810,112,545",1.44,1.58,1.3
11/24/2023,4.2,4.1,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,,,,,4.11,-,,,4.11,,
11/24/2023,6,6,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6,-,,,6,,
11/24/2023,26.4,14.55,ENERGY & PETROLEUM,TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.05,17,17,17,16.7,200,"175,065,000","2,976,105,000",17,18.7,15.3
11/24/2023,18,6.3,ENERGY & PETROLEUM,Umeme Ltd Ord 0.50,UG0000001145,cd,13.95,14,14.1,14,13.7,"4,700","1,623,878,005","22,815,485,970",14.05,15.46,12.65
11/24/2023,6.7,4.01,INSURANCE,Britam Holdings Plc Ord 0.10,KE2000002192,,5.14,5.2,5.14,5.14,5.14,"4,200","2,523,486,816","12,970,722,234",5.14,5.65,4.63
11/24/2023,2.31,1.6,INSURANCE,CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2.2,2.22,2.22,2.1,2.14,"120,800","2,615,538,528","5,754,184,762",2.2,2.42,1.98
11/24/2023,255,142,INSURANCE,Jubilee Holdings Ltd Ord 5.00,KE0000000273,,179,183,183,179,183.75,"1,400","72,472,950","13,045,131,000",180,198,162
11/24/2023,2.18,1.5,INSURANCE,Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.74,1.75,1.79,1.7,1.75,"868,100","2,799,796,272","4,759,653,662",1.7,1.87,1.53
11/24/2023,7.48,3.3,INSURANCE,Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,3.3,,3.5,3.5,3.5,400,"535,707,499","1,874,976,247",3.5,3.85,3.15
11/24/2023,11.7,6.7,INSURANCE,Sanlam Kenya Plc Ord 5.00,KE0000000414,,6.74,7,7.4,6.74,7.48,"4,900","144,000,000","979,200,000",6.8,7.48,6.12
11/24/2023,10,7.6,INVESTMENT,Centum Investment Co Plc Ord 0.50,KE0000000265,xd,8.5,8.6,8.6,8.46,8.5,"48,900","665,441,714","5,669,563,403",8.52,9.37,7.67
11/24/2023,0.41,0.27,INVESTMENT,Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,,0.33,0.35,0.3,0.33,"50,200","405,255,320","121,576,596",0.3,0.33,0.27
11/24/2023,1500,"1,500.00",INVESTMENT,Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00",-,"102,272","153,408,000","1,500.00",1650,"1,350.00"
11/24/2023,5.6,1.91,INVESTMENT,Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,2.62,2.9,,,2.65,-,"40,000,000","106,000,000",2.65,2.92,2.39
11/24/2023,1.35,0.45,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.48,0.51,0.52,0.51,0.52,"2,200","1,128,028,321","575,294,444",0.51,0.56,0.46
11/24/2023,8,5.5,INVESTMENT SERVICES,Nairobi Securities Exchange Plc Ord 4.00,KE3000009674,,5.8,6,6.2,5.8,6,"8,600","259,500,791","1,536,244,683",5.92,6.51,5.33
11/24/2023,92.25,65,MANUFACTURING & ALLIED,B.O.C Kenya Plc Ord 5.00,KE0000000042,,,,,,79.75,-,"19,525,446","1,557,154,319",79.75,87.73,71.78
11/24/2023,495,400,MANUFACTURING & ALLIED,British American Tobacco Kenya Plc Ord 10.00,KE0000000075,,407,410,410,408,410,"2,700","100,000,000","40,950,000,000",409.5,450.45,368.55
11/24/2023,17.95,11,MANUFACTURING & ALLIED,Carbacid Investments Plc Ord 1.00,KE0000000117,cd,16.8,17,17,16.45,16.25,"15,300","254,851,985","4,268,770,749",16.75,18.43,15.08
11/24/2023,190,111,MANUFACTURING & ALLIED,East African Breweries Plc Ord 2.00,KE0000000216,,114,115,115,114,114,"6,200","790,774,356","90,741,357,351",114.75,126.23,103.28
11/24/2023,1.54,0.9,MANUFACTURING & ALLIED,Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.1,1.17,1.17,1.17,1.07,200,"178,053,486","208,322,579",1.17,1.29,1.05
11/24/2023,19.5,10.4,MANUFACTURING & ALLIED,Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,,19.5,,,19.5,-,"12,868,124","250,928,418",19.5,21.45,17.55
11/24/2023,0.27,0.27,MANUFACTURING & ALLIED,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27,-,"1,530,000,000","413,100,000",0.27,0.3,0.24
11/24/2023,32,14,MANUFACTURING & ALLIED,Unga Group Ltd Ord 5.00,KE0000000497,,16,16.7,16.7,16.7,15.2,"1,200","75,708,873","1,264,338,179",16.7,18.37,15.03
11/24/2023,29,11.5,TELECOMMUNICATION,Safaricom Plc Ord 0.05,KE1000001402,,13.7,13.75,13.75,13.65,13.6,"219,500","40,065,428,000","548,896,363,600",13.7,15.07,12.33
11/24/2023,10,5.38,REAL ESTATE INVESTMENT TRUST,ILAM FAHARI I-REIT Ord.20.00,KE5000003656,,5.9,6.06,6,5.98,6,"60,600","180,972,300","1,082,214,354",5.98,6.58,5.38
11/24/2023,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20,-,"346,231,413","6,924,628,260",20,22,18
11/24/2023,2895,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,2870,,2965i,2965i,2915,-,"400,000","1,166,000,000","2,915.00",-,-
11/27/2023,14.5,10,AGRICULTURAL,Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,,11.8,11.85,11.8,13,"1,900","32,157,000","379,452,600",11.8,12.98,10.62
11/27/2023,430,240,AGRICULTURAL,Kakuzi Plc Ord.5.00,KE0000000281,,385,406,387,385,385,400,"19,599,999","7,565,599,614",386,424.6,347.4
11/27/2023,249,81,AGRICULTURAL,Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,cd,216.5,239.25,239.25,239.25,240,300,"7,824,000","1,871,892,000",239.25,263.18,215.33
11/27/2023,490,320,AGRICULTURAL,The Limuru Tea Co. Plc Ord 20.00AIMS,KE0000000356,,,,,,380,-,"2,400,000","912,000,000",380,418,342
11/27/2023,32.6,18,AGRICULTURAL,Sasini Plc Ord 1.00,KE0000000430,,19.8,20,20,19.8,20,"1,200","228,055,500","4,515,498,900",19.8,21.78,17.82
11/27/2023,275,120,AGRICULTURAL,Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,cd,212,231,233.75,229,233,"1,500","17,512,640","4,058,554,320",231.75,254.93,208.58
11/27/2023,49,21.3,AUTOMOBILES & ACCESSORIES,Car & General (K) Ltd Ord 5.00,KE0000000109,,23,25.1,,,23,-,"80,206,616","1,844,752,168",23,25.3,20.7
11/27/2023,13,10,BANKING,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,11.45,11.6,11.75,11.5,11.6,"65,500","5,431,536,000","62,734,240,800",11.55,12.71,10.4
11/27/2023,37,26.5,BANKING,BK Group Plc Ord 0.80,KE5000008986,cd,33,36.5,36.5,36.5,36.5,300,"896,759,222","32,731,711,603",36.5,40.15,32.85
11/27/2023,55.5,43.05,BANKING,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,44.9,45,45,44.9,45.95,"29,500","279,602,220","12,568,119,789",44.95,49.45,40.46
11/27/2023,50,35,BANKING,Equity Group Holdings Plc Ord 0.50,KE0000000554,,36.8,37,38,36.8,38.3,"185,200","3,773,674,802","140,003,335,154",37.1,40.81,33.39
11/27/2023,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,3.8,4,4,3.8,3.95,"11,100","384,614,168","1,465,379,980",3.81,4.19,3.43
11/27/2023,21.5,15.8,BANKING,I&M Group Plc Ord 1.00,KE0000000125,,17.45,17.5,17.5,17.45,17.5,"56,100","1,653,621,476","28,938,375,830",17.5,19.25,15.75
11/27/2023,43,15,BANKING,KCB Group Plc Ord 1.00,KE0000000315,,19.4,19.5,20.2,19.5,19.9,"1,129,300","3,213,462,815","63,305,217,456",19.7,21.67,17.73
11/27/2023,42,28.5,BANKING,NCBA Group Plc Ord 5.00,KE0000000406,,38.5,39,39,37,38.1,"15,800","1,647,519,532","63,182,374,052",38.35,42.19,34.52
11/27/2023,132,90,BANKING,Stanbic Holdings Plc ord.5.00,KE0000000091,,109,110,110,110,109.25,100,"395,321,638","43,485,380,180",110,121,99
11/27/2023,172.5,134,BANKING,Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,cd,157,158.75,160,157,158.5,"11,700","377,861,629","59,985,533,604",158.75,174.63,142.88
11/27/2023,14,10.1,BANKING,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,11.45,11.5,11.5,11.3,11.5,"109,100","5,867,174,695","67,179,150,258",11.45,12.6,10.31
11/27/2023,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45,-,"123,558,228","55,601,203",0.45,0.5,0.41
11/27/2023,1.88,0.59,COMMERCIAL AND SERVICES,Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.21,1.3,1.35,1.2,1.25,"27,700","210,000,000","275,100,000",1.31,1.44,1.18
11/27/2023,5.4,2.7,COMMERCIAL AND SERVICES,Express Kenya Plc Ord 5.00AIMS,KE0000000224,,,4.2,,,3.99,-,"47,711,481","190,368,809",3.99,4.39,3.59
11/27/2023,4.66,4.66,COMMERCIAL AND SERVICES,Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,4.66,,,,4.66,-,"63,200,000","294,512,000",4.66,5.13,4.19
11/27/2023,3.83,3.83,COMMERCIAL AND SERVICES,Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83,-,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
11/27/2023,4.1,2,COMMERCIAL AND SERVICES,Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.3,2.52,2.3,2.3,2.3,100,"272,440,473","626,613,088",2.3,2.53,2.07
11/27/2023,5,2.35,COMMERCIAL AND SERVICES,Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.5,2.8,,,2.58,-,"1,353,711,934","3,492,576,790",2.58,2.84,2.32
11/27/2023,21.75,14,COMMERCIAL AND SERVICES,Nation Media Group Plc Ord. 2.50,KE0000000380,,20,20.15,20,20,20,"29,500","190,295,163","3,805,903,260",20,22,18
11/27/2023,3.51,1.8,COMMERCIAL AND SERVICES,Sameer Africa Plc Ord 5.00,KE0000000232,,2.15,2.5,,,2.35,0,"278,342,393","654,104,624",2.35,2.59,2.12
11/27/2023,14.3,5.96,COMMERCIAL AND SERVICES,Standard Group Plc Ord 5.00,KE0000000455,,,8.2,8.18,8.18,7.5,100,"81,731,808","668,566,189",8.18,9,7.36
11/27/2023,16.4,10.85,COMMERCIAL AND SERVICES,TPS Eastern Africa Ltd Ord 1.00,KE0000000539,,11.55,,11.55,11.55,11.5,"1,500","182,174,108","2,104,110,947",11.55,12.71,10.4
11/27/2023,0.29,0.16,COMMERCIAL AND SERVICES,Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.17,,0.18,0.17,0.17,"9,300","364,959,616","65,692,731",0.18,0.2,0.16
11/27/2023,3.7,2.2,COMMERCIAL AND SERVICES,WPP Scangroup Plc Ord 1.00,KE0000000562,,2.25,2.5,2.5,2.2,2.44,"17,400","432,155,985","963,707,847",2.23,2.45,2.01
11/27/2023,5.55,5.55,CONSTRUCTION & ALLIED,ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55,-,"959,940,200","5,327,668,110",5.55,6.11,5
11/27/2023,37,21.3,CONSTRUCTION & ALLIED,Bamburi Cement Plc Ord 5.00,KE0000000059,,34,35.2,35,33.5,35,"48,300","362,959,275","12,612,834,806",34.75,38.23,31.28
11/27/2023,46,35,CONSTRUCTION & ALLIED,Crown Paints Kenya Plc Ord 5.00,KE0000000141,,33,35.95,,,36,-,"142,362,000","5,125,032,000",36,39.6,32.4
11/27/2023,1.26,0.72,CONSTRUCTION & ALLIED,E.A.Cables Ltd Ord 0.50,KE0000000174,,0.85,0.88,0.89,0.88,0.88,"1,200","253,125,000","225,281,250",0.89,0.98,0.8
11/27/2023,9.5,5.38,CONSTRUCTION & ALLIED,E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,7.7,8.5,,,8.5,-,"90,000,000","765,000,000",8.5,9.35,7.65
11/27/2023,3.88,2,ENERGY & PETROLEUM,KenGen Co. Plc Ord. 2.50,KE0000000547,cd,2.29,2.3,2.3,2.28,2.3,"1,741,700","6,594,522,339","15,167,401,380",2.3,2.53,2.07
11/27/2023,2.11,1.3,ENERGY & PETROLEUM,Kenya Power & Lighting Co Plc Ord 2.50,KE0000000349,,1.39,1.49,1.49,1.38,1.44,"1,781,400","1,951,467,045","2,829,627,215",1.45,1.6,1.31
11/27/2023,4.2,4.1,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,,,,,4.11,-,,,4.11,,
11/27/2023,6,6,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6,-,,,6,,
11/27/2023,26.4,14.55,ENERGY & PETROLEUM,TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16.75,16.8,17,16.8,17,"1,400","175,065,000","2,967,351,750",16.95,18.65,15.26
11/27/2023,18,6.3,ENERGY & PETROLEUM,Umeme Ltd Ord 0.50,UG0000001145,cd,13.9,14,14,14,14.05,"1,500","1,623,878,005","22,734,292,070",14,15.4,12.6
11/27/2023,6.7,4.01,INSURANCE,Britam Holdings Plc Ord 0.10,KE2000002192,,5.02,5.14,5.14,5,5.14,"179,100","2,523,486,816","12,667,903,816",5.02,5.52,4.52
11/27/2023,2.31,1.6,INSURANCE,CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2.2,2.4,2.41,2.14,2.2,"47,100","2,615,538,528","6,041,894,000",2.31,2.54,2.08
11/27/2023,255,142,INSURANCE,Jubilee Holdings Ltd Ord 5.00,KE0000000273,,179,183,183,183,180,100,"72,472,950","13,262,549,850",183,201.3,164.7
11/27/2023,2.18,1.5,INSURANCE,Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.72,1.75,1.76,1.71,1.7,"64,900","2,799,796,272","4,871,645,513",1.74,1.91,1.57
11/27/2023,7.48,3.3,INSURANCE,Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,3.3,,,,3.5,-,"535,707,499","1,874,976,247",3.5,3.85,3.15
