DATE,52WK HIGH,52WK LOW,SECTOR,COMPANY, ISIN  CODE, STATUS,BID,ASK,HIGH,LOW,PREVIOUS PRICE,VOLUME,TOTAL NO OF SHARES ISSUED,MRT CAP ,VWAP,10 % up, 10% down 
10/12/2023,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20,-,"346,231,413","6,924,628,260",20,22,18
10/12/2023,2580,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,,,2450i,2450i,2530,,"400,000","1,012,000,000","2,530.00",-,-
10/13/2023,14.5,10,AGRICULTURAL,Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,13,13.7,13.5,13.5,13.5,800,"32,157,000","434,119,500",13.5,14.85,12.15
10/13/2023,430,240,AGRICULTURAL,Kakuzi Plc Ord.5.00,KE0000000281,,385,406,,,406,-,"19,599,999","7,957,599,594",406,446.6,365.4
10/13/2023,241,81,AGRICULTURAL,Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,,210,215,210,210,210,100,"7,824,000","1,643,040,000",210,231,189
10/13/2023,490,320,AGRICULTURAL,The Limuru Tea Co. Plc Ord 20.00AIMS,KE0000000356,,,,,,380,-,"2,400,000","912,000,000",380,418,342
10/13/2023,32.6,19.45,AGRICULTURAL,Sasini Plc Ord 1.00,KE0000000430,,23,,,,21.7,-,"228,055,500","4,948,804,350",21.7,23.87,19.53
10/13/2023,275,120,AGRICULTURAL,Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,,220,221,220,220,224.75,"1,100","17,512,640","3,852,780,800",220,242,198
10/13/2023,49,24.3,AUTOMOBILES & ACCESSORIES,Car & General (K) Ltd Ord 5.00,KE0000000109,,27,,27,27,26.6,500,"80,206,616","2,165,578,632",27,29.7,24.3
10/13/2023,13,10,BANKING,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,11.9,11.95,12,11.85,11.95,"124,200","5,431,536,000","64,635,278,400",11.9,13.09,10.71
10/13/2023,37,26.5,BANKING,BK Group Plc Ord 0.80,KE5000008986,,,35.5,,,35,-,"896,759,222","31,386,572,770",35,38.5,31.5
10/13/2023,55.5,43.75,BANKING,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,47.2,47.55,47.55,47.5,47.15,"2,100","279,602,220","13,295,085,561",47.55,52.31,42.8
10/13/2023,50,35,BANKING,Equity Group Holdings Plc Ord 0.50,KE0000000554,,36.3,36.5,36.95,36.3,36.25,"54,900","3,773,674,802","137,550,446,533",36.45,40.1,32.81
10/13/2023,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,4.19,4.49,4.24,4.24,4.24,"5,700","384,614,168","1,630,764,072",4.24,4.66,3.82
10/13/2023,21.5,15.8,BANKING,I&M Group Plc Ord 1.00,KE0000000125,,17.3,17.5,17.95,17.3,17.9,"36,100","1,653,621,476","29,021,056,904",17.55,19.31,15.8
10/13/2023,43,20.25,BANKING,KCB Group Plc Ord 1.00,KE0000000315,,20.9,20.95,21,20.5,20.9,"167,000","3,213,462,815","67,161,372,834",20.9,22.99,18.81
10/13/2023,42,28.5,BANKING,NCBA Group Plc Ord 5.00,KE0000000406,,38.9,39,39,38.9,38.9,"7,800","1,647,519,532","64,170,885,771",38.95,42.85,35.06
10/13/2023,132,90,BANKING,Stanbic Holdings Plc ord.5.00,KE0000000091,,115,119.5,,,115,-,"395,321,638","45,461,988,370",115,126.5,103.5
10/13/2023,172.5,134,BANKING,Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,,160,163.5,164.75,160,163,"151,800","377,861,629","61,780,376,342",163.5,179.85,147.15
10/13/2023,14,10.5,BANKING,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,11.55,11.6,11.9,11.5,11.6,"151,600","5,867,174,695","68,059,226,462",11.6,12.76,10.44
10/13/2023,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45,-,"123,558,228","55,601,203",0.45,0.5,0.41
10/13/2023,1.88,0.59,COMMERCIAL AND SERVICES,Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.25,1.37,1.38,1.25,1.36,"1,300","210,000,000","273,000,000",1.3,1.43,1.17
10/13/2023,5.4,2.7,COMMERCIAL AND SERVICES,Express Kenya Plc Ord 5.00AIMS,KE0000000224,,,4,,,4,-,"47,711,481","190,845,924",4,4.4,3.6
10/13/2023,4.66,4.66,COMMERCIAL AND SERVICES,Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,4.66,,,,4.66,-,"63,200,000","294,512,000",4.66,5.13,4.19
10/13/2023,3.83,3.83,COMMERCIAL AND SERVICES,Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83,-,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
10/13/2023,4.1,2,COMMERCIAL AND SERVICES,Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.4,2.6,2.6,2.4,2.55,"2,600","272,440,473","683,825,587",2.51,2.76,2.26
10/13/2023,5,2.49,COMMERCIAL AND SERVICES,Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.75,2.8,,,2.8,-,"1,353,711,934","3,790,393,415",2.8,3.08,2.52
10/13/2023,21.75,14,COMMERCIAL AND SERVICES,Nation Media Group Plc Ord. 2.50,KE0000000380,,20,20.25,20.25,20,20,500,"190,295,163","3,834,447,534",20.15,22.17,18.14
10/13/2023,3.51,1.8,COMMERCIAL AND SERVICES,Sameer Africa Plc Ord 5.00,KE0000000232,,2.4,2.64,2.38,2.38,2.5,"2,500","278,342,393","662,454,895",2.38,2.62,2.14
10/13/2023,14.3,7.14,COMMERCIAL AND SERVICES,Standard Group Plc Ord 5.00,KE0000000455,,7.5,7.86,,,7.86,-,"81,731,808","642,412,011",7.86,8.65,7.07
10/13/2023,16.4,10.85,COMMERCIAL AND SERVICES,TPS Eastern Africa Ltd Ord 1.00,KE0000000539,,12,12.5,12.7,12.5,13,"1,600","182,174,108","2,277,176,350",12.5,13.75,11.25
10/13/2023,0.29,0.17,COMMERCIAL AND SERVICES,Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.21,0.22,0.22,0.2,0.22,"3,500","364,959,616","80,291,116",0.22,0.24,0.2
10/13/2023,3.7,2.4,COMMERCIAL AND SERVICES,WPP Scangroup Plc Ord 1.00,KE0000000562,,2.6,2.66,2.65,2.6,2.46,"7,300","432,155,985","1,123,605,561",2.6,2.86,2.34
10/13/2023,5.55,5.55,CONSTRUCTION & ALLIED,ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55,-,"959,940,200","5,327,668,110",5.55,6.11,5
10/13/2023,37,22.4,CONSTRUCTION & ALLIED,Bamburi Cement Plc Ord 5.00,KE0000000059,,23.05,23.5,25.45,23.05,24.55,"5,200","362,959,275","8,674,726,673",23.9,26.29,21.51
10/13/2023,46,31.75,CONSTRUCTION & ALLIED,Crown Paints Kenya Plc Ord 5.00,KE0000000141,,36.5,39,,,34.2,-,"142,362,000","4,868,780,400",34.2,37.62,30.78
10/13/2023,1.26,0.72,CONSTRUCTION & ALLIED,E.A.Cables Ltd Ord 0.50,KE0000000174,,0.89,0.96,0.92,0.9,0.92,"15,900","253,125,000","227,812,500",0.9,0.99,0.81
10/13/2023,8,5.38,CONSTRUCTION & ALLIED,E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,,7.3,,,7.3,-,"90,000,000","657,000,000",7.3,8.03,6.57
10/13/2023,3.88,2,ENERGY & PETROLEUM,KenGen Co. Plc Ord. 2.50,KE0000000547,,2.29,2.3,2.3,2.25,2.3,"50,700","6,594,522,339","15,101,456,156",2.29,2.52,2.06
10/13/2023,2.11,1.3,ENERGY & PETROLEUM,Kenya Power & Lighting Co Plc Ord 2.50,KE0000000349,,1.43,1.44,1.44,1.43,1.43,"193,200","1,951,467,045","2,790,597,874",1.43,1.57,1.29
10/13/2023,4.2,4.1,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,4,,,,4.11,-,,,4.11,,
10/13/2023,6,6,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6,-,,,6,,
10/13/2023,26.4,17.3,ENERGY & PETROLEUM,TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,17.3,17.4,17.4,17.4,17.55,200,"175,065,000","3,046,131,000",17.4,19.14,15.66
10/13/2023,18,6.3,ENERGY & PETROLEUM,Umeme Ltd Ord 0.50,UG0000001145,cd,12.6,13.1,13.2,12.6,13.15,"9,300","1,623,878,005","20,866,832,364",12.85,14.14,11.57
10/13/2023,6.7,4.01,INSURANCE,Britam Holdings Plc Ord 0.10,KE2000002192,,4.32,4.44,4.5,4.45,4.44,"3,800","2,523,486,816","11,279,986,068",4.47,4.92,4.02
10/13/2023,2.25,1.6,INSURANCE,CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2.11,2.12,2.12,2.11,2.11,"3,900","2,615,538,528","5,544,941,679",2.12,2.33,1.91
10/13/2023,255,142,INSURANCE,Jubilee Holdings Ltd Ord 5.00,KE0000000273,,184,193.25,193.5,193,185,"2,000","72,472,950","14,023,515,825",193.5,212.85,174.15
10/13/2023,2.18,1.5,INSURANCE,Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.78,1.8,1.8,1.72,1.78,"83,700","2,799,796,272","4,983,637,364",1.78,1.96,1.6
10/13/2023,7.48,3.3,INSURANCE,Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,3.8,,4,4,3.79,"43,000","535,707,499","2,142,829,996",4,4.4,3.6
10/13/2023,11.7,7,INSURANCE,Sanlam Kenya Plc Ord 5.00,KE0000000414,,7,7.7,7.7,7.7,7,300,"144,000,000","1,108,800,000",7.7,8.47,6.93
10/13/2023,10,7.6,INVESTMENT,Centum Investment Co Plc Ord 0.50,KE0000000265,xd,8.8,8.9,8.9,8.8,8.8,"35,300","665,441,714","5,895,813,586",8.86,9.75,7.97
10/13/2023,0.41,0.27,INVESTMENT,Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.33,0.34,0.34,0.34,0.32,"20,600","405,255,320","137,786,809",0.34,0.37,0.31
10/13/2023,1500,"1,500.00",INVESTMENT,Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00",-,"102,272","153,408,000","1,500.00",1650,"1,350.00"
10/13/2023,5.6,1.91,INVESTMENT,Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,3,3.18,,,2.9,-,"40,000,000","116,000,000",2.9,3.19,2.61
10/13/2023,1.35,0.45,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.5,0.54,0.54,0.5,0.54,"3,500","1,128,028,321","586,574,727",0.52,0.57,0.47
10/13/2023,8,5.5,INVESTMENT SERVICES,Nairobi Securities Exchange Plc Ord 4.00,KE3000009674,,5.7,6.3,6.3,5.7,5.84,"14,700","259,500,791","1,541,434,699",5.94,6.53,5.35
10/13/2023,92.25,65,MANUFACTURING & ALLIED,B.O.C Kenya Plc Ord 5.00,KE0000000042,,,,,,80,-,"19,525,446","1,562,035,680",80,88,72
10/13/2023,495,400,MANUFACTURING & ALLIED,British American Tobacco Kenya Plc Ord 10.00,KE0000000075,,419.5,421,420,420,420,"16,100","100,000,000","42,000,000,000",420,462,378
10/13/2023,17.5,11,MANUFACTURING & ALLIED,Carbacid Investments Plc Ord 1.00,KE0000000117,,15.05,15.5,15.5,15,15.8,"21,600","254,851,985","3,861,007,573",15.15,16.67,13.64
10/13/2023,190,120,MANUFACTURING & ALLIED,East African Breweries Plc Ord 2.00,KE0000000216,xd,127,130,130,124,130,"4,400","790,774,356","99,637,568,856",126,138.6,113.4
10/13/2023,1.54,0.9,MANUFACTURING & ALLIED,Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.2,1.27,,,1.2,-,"178,053,486","213,664,183",1.2,1.32,1.08
10/13/2023,19.5,10.4,MANUFACTURING & ALLIED,Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,19,,,,19.5,-,"12,868,124","250,928,418",19.5,21.45,17.55
10/13/2023,0.27,0.27,MANUFACTURING & ALLIED,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27,-,"1,530,000,000","413,100,000",0.27,0.3,0.24
10/13/2023,32,15,MANUFACTURING & ALLIED,Unga Group Ltd Ord 5.00,KE0000000497,,14.5,15,15,15,15.1,100,"75,708,873","1,135,633,095",15,16.5,13.5
10/13/2023,29,12.7,TELECOMMUNICATION,Safaricom Plc Ord 0.05,KE1000001402,,13.9,14,14,13.85,14,"900,800","40,065,428,000","558,912,720,600",13.95,15.35,12.56
10/13/2023,10,5.48,REAL ESTATE INVESTMENT TRUST,ILAM FAHARI I-REIT Ord.20.00,KE5000003656,S,,,,,7.52,-,"180,972,300","1,360,911,696",7.52,8.27,6.77
10/13/2023,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20,-,"346,231,413","6,924,628,260",20,22,18
10/13/2023,2580,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,,,2450i,2450i,2530,-,"400,000","1,012,000,000","2,530.00",-,-
10/16/2023,14.5,10,AGRICULTURAL,Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,,13.7,13.7,13.7,13.5,100,"32,157,000","440,550,900",13.7,15.07,12.33
10/16/2023,430,240,AGRICULTURAL,Kakuzi Plc Ord.5.00,KE0000000281,,385,406,,,406,-,"19,599,999","7,957,599,594",406,446.6,365.4
10/16/2023,241,81,AGRICULTURAL,Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,,210,214,215,210,210,300,"7,824,000","1,668,468,000",213.25,234.58,191.93
10/16/2023,490,320,AGRICULTURAL,The Limuru Tea Co. Plc Ord 20.00AIMS,KE0000000356,,,,,,380,-,"2,400,000","912,000,000",380,418,342
10/16/2023,32.6,19.45,AGRICULTURAL,Sasini Plc Ord 1.00,KE0000000430,,22,23.8,23.8,22,21.7,400,"228,055,500","5,119,845,975",22.45,24.7,20.21
10/16/2023,275,120,AGRICULTURAL,Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,,215,220,220,220,220,"12,500","17,512,640","3,852,780,800",220,242,198
10/16/2023,49,24.3,AUTOMOBILES & ACCESSORIES,Car & General (K) Ltd Ord 5.00,KE0000000109,,26.6,,26,26,27,100,"80,206,616","2,085,372,016",26,28.6,23.4
10/16/2023,13,10,BANKING,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,11.85,11.95,11.95,11.75,11.9,"290,900","5,431,536,000","64,363,701,600",11.85,13.04,10.67
10/16/2023,37,26.5,BANKING,BK Group Plc Ord 0.80,KE5000008986,,31.5,35.5,35.5,35.5,35,600,"896,759,222","31,834,952,381",35.5,39.05,31.95
10/16/2023,55.5,43.75,BANKING,Diamond Trust Bank Kenya Ltd Ord 4.00,KE0000000158,,47.2,47.5,47.55,47.55,47.55,100,"279,602,220","13,295,085,561",47.55,52.31,42.8
10/16/2023,50,35,BANKING,Equity Group Holdings Plc Ord 0.50,KE0000000554,,36.5,37,37,36.5,36.45,"36,600","3,773,674,802","138,493,865,233",36.7,40.37,33.03
10/16/2023,5.2,2.8,BANKING,HF Group Plc Ord 5.00,KE0000000240,,4.15,4.2,4.24,4.2,4.24,"2,100","384,614,168","1,619,225,647",4.21,4.63,3.79
10/16/2023,21.5,15.8,BANKING,I&M Group Plc Ord 1.00,KE0000000125,,17.4,17.5,17.5,17.45,17.55,"3,000","1,653,621,476","28,938,375,830",17.5,19.25,15.75
10/16/2023,43,20.25,BANKING,KCB Group Plc Ord 1.00,KE0000000315,,20.4,20.7,20.95,20.4,20.9,"192,900","3,213,462,815","66,358,007,130",20.65,22.72,18.59
10/16/2023,42,28.5,BANKING,NCBA Group Plc Ord 5.00,KE0000000406,,38.95,39.5,39.5,37,38.95,"12,000","1,647,519,532","63,759,005,888",38.7,42.57,34.83
10/16/2023,132,90,BANKING,Stanbic Holdings Plc ord.5.00,KE0000000091,,115,117,,,115,-,"395,321,638","45,461,988,370",115,126.5,103.5
10/16/2023,172.5,134,BANKING,Standard Chartered Bank Kenya Ltd Ord 5.00,KE0000000448,,160.25,162,163.25,160,163.5,"3,700","377,861,629","60,741,256,862",160.75,176.83,144.68
10/16/2023,14,10.5,BANKING,The Co-operative Bank of Kenya Ltd Ord 1.00,KE1000001568,,11.6,11.7,11.6,11.5,11.6,"53,300","5,867,174,695","67,765,867,727",11.55,12.71,10.4
10/16/2023,0.45,0.45,COMMERCIAL AND SERVICES,Deacons (East Africa) Plc Ord 2.50AIMS,KE5000005438,S,,,,,0.45,-,"123,558,228","55,601,203",0.45,0.5,0.41
10/16/2023,1.88,0.59,COMMERCIAL AND SERVICES,Eveready East Africa Ltd Ord.1.00,KE0000000588,,1.21,1.29,1.3,1.2,1.3,"7,700","210,000,000","256,200,000",1.22,1.34,1.1
10/16/2023,5.4,2.7,COMMERCIAL AND SERVICES,Express Kenya Plc Ord 5.00AIMS,KE0000000224,,,4,4,4,4,100,"47,711,481","190,845,924",4,4.4,3.6
10/16/2023,4.66,4.66,COMMERCIAL AND SERVICES,Homeboyz Entertainment Plc 0.50GEMS,KE7000001433,,4.66,,,,4.66,-,"63,200,000","294,512,000",4.66,5.13,4.19
10/16/2023,3.83,3.83,COMMERCIAL AND SERVICES,Kenya Airways Ltd Ord 1.00,KE0000000307,S,,,,,3.83,-,"5,681,738,063","21,761,056,781",3.83,4.21,3.45
10/16/2023,4.1,2,COMMERCIAL AND SERVICES,Longhorn Publishers Plc Ord 1.00AIMS,KE2000002275,,2.6,2.7,2.7,2.7,2.51,100,"272,440,473","735,589,277",2.7,2.97,2.43
10/16/2023,5,2.49,COMMERCIAL AND SERVICES,Nairobi Business Ventures Plc Ord. 0.50GEMS,KE5000000090,,2.56,2.8,2.8,2.57,2.8,"1,700","1,353,711,934","3,519,651,028",2.6,2.86,2.34
10/16/2023,21.75,14,COMMERCIAL AND SERVICES,Nation Media Group Plc Ord. 2.50,KE0000000380,,20,20.25,20,20,20.15,"31,300","190,295,163","3,805,903,260",20,22,18
10/16/2023,3.51,1.8,COMMERCIAL AND SERVICES,Sameer Africa Plc Ord 5.00,KE0000000232,,2.15,,2.38,2.2,2.38,"15,000","278,342,393","656,888,047",2.36,2.6,2.12
10/16/2023,14.3,7.14,COMMERCIAL AND SERVICES,Standard Group Plc Ord 5.00,KE0000000455,,,7.86,7.86,7.5,7.86,600,"81,731,808","634,238,830",7.76,8.54,6.98
10/16/2023,16.4,10.85,COMMERCIAL AND SERVICES,TPS Eastern Africa Ltd Ord 1.00,KE0000000539,,11.25,12.5,12,12,12.5,100,"182,174,108","2,186,089,296",12,13.2,10.8
10/16/2023,0.29,0.17,COMMERCIAL AND SERVICES,Uchumi Supermarket Plc Ord 5.00,KE0000000489,,0.21,0.22,0.22,0.22,0.22,"14,800","364,959,616","80,291,116",0.22,0.24,0.2
10/16/2023,3.7,2.4,COMMERCIAL AND SERVICES,WPP Scangroup Plc Ord 1.00,KE0000000562,,2.43,2.85,2.8,2.6,2.6,"7,100","432,155,985","1,140,891,800",2.64,2.9,2.38
10/16/2023,5.55,5.55,CONSTRUCTION & ALLIED,ARM Cement Plc Ord 1.00,KE0000000034,S,,,,,5.55,-,"959,940,200","5,327,668,110",5.55,6.11,5
10/16/2023,37,22.4,CONSTRUCTION & ALLIED,Bamburi Cement Plc Ord 5.00,KE0000000059,,23,25,25,23.5,23.9,"2,500","362,959,275","8,547,690,926",23.55,25.91,21.2
10/16/2023,46,31.75,CONSTRUCTION & ALLIED,Crown Paints Kenya Plc Ord 5.00,KE0000000141,,36.5,37.5,,,34.2,-,"142,362,000","4,868,780,400",34.2,37.62,30.78
10/16/2023,1.26,0.72,CONSTRUCTION & ALLIED,E.A.Cables Ltd Ord 0.50,KE0000000174,,0.9,0.98,0.97,0.9,0.9,"10,000","253,125,000","243,000,000",0.96,1.06,0.86
10/16/2023,8,5.38,CONSTRUCTION & ALLIED,E.A.Portland Cement Co. Ltd Ord 5.00,KE0000000190,,7.5,8,7.5,7.3,7.3,"5,900","90,000,000","664,200,000",7.38,8.12,6.64
10/16/2023,3.88,2,ENERGY & PETROLEUM,KenGen Co. Plc Ord. 2.50,KE0000000547,,2.29,2.3,2.3,2.26,2.29,"205,700","6,594,522,339","15,101,456,156",2.29,2.52,2.06
10/16/2023,2.11,1.3,ENERGY & PETROLEUM,Kenya Power & Lighting Co Plc Ord 2.50,KE0000000349,,1.43,1.44,1.44,1.43,1.43,"529,500","1,951,467,045","2,790,597,874",1.43,1.57,1.29
10/16/2023,4.2,4.1,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 4% Pref 20.00,KE4000001877,,4,,,,4.11,-,,,4.11,,
10/16/2023,6,6,ENERGY & PETROLEUM,Kenya Power & Lighting Plc 7% Pref 20.00,KE4000002982,,,,,,6,-,,,6,,
10/16/2023,26.4,17.3,ENERGY & PETROLEUM,TotalEnergies Marketing Kenya Plc Ord 5.00,KE0000000463,,16,16.95,17.5,15.8,17.4,"5,500","175,065,000","2,792,286,750",15.95,17.55,14.36
10/16/2023,18,6.3,ENERGY & PETROLEUM,Umeme Ltd Ord 0.50,UG0000001145,cd,12.85,13.1,13.1,12.9,12.85,"29,700","1,623,878,005","21,272,801,866",13.1,14.41,11.79
10/16/2023,6.7,4.01,INSURANCE,Britam Holdings Plc Ord 0.10,KE2000002192,,4.1,,4.44,4.05,4.47,"7,600","2,523,486,816","10,472,470,286",4.15,4.57,3.74
10/16/2023,2.25,1.6,INSURANCE,CIC Insurance Group Ltd Ord.1.00,KE2000002317,,2.07,2.1,2.12,2.1,2.12,"23,400","2,615,538,528","5,492,630,909",2.1,2.31,1.89
10/16/2023,255,142,INSURANCE,Jubilee Holdings Ltd Ord 5.00,KE0000000273,,184,193,188,188,193.5,100,"72,472,950","13,624,914,600",188,206.8,169.2
10/16/2023,2.18,1.5,INSURANCE,Kenya Re Insurance Corporation Ltd Ord 2.50,KE0000000604,,1.77,1.8,1.8,1.77,1.78,"81,100","2,799,796,272","4,983,637,364",1.78,1.96,1.6
10/16/2023,7.48,3.3,INSURANCE,Liberty Kenya Holdings Ltd Ord. 1.00,KE2000002168,,3.8,4,4,4,4,300,"535,707,499","2,142,829,996",4,4.4,3.6
10/16/2023,11.7,7,INSURANCE,Sanlam Kenya Plc Ord 5.00,KE0000000414,,7,7.7,7.7,7.7,7.7,"1,000","144,000,000","1,108,800,000",7.7,8.47,6.93
10/16/2023,10,7.6,INVESTMENT,Centum Investment Co Plc Ord 0.50,KE0000000265,xd,8.5,9.5,9.5,8.5,8.86,"29,200","665,441,714","5,975,666,592",8.98,9.88,8.08
10/16/2023,0.41,0.27,INVESTMENT,Home Afrika Ltd Ord 1.00GEMS,KE2000007258,,0.33,0.34,0.34,0.33,0.34,"10,800","405,255,320","133,734,256",0.33,0.36,0.3
10/16/2023,1500,"1,500.00",INVESTMENT,Kurwitu Ventures Ltd Ord 100.00GEMS,KE4000001216,,,,,,"1,500.00",-,"102,272","153,408,000","1,500.00",1650,"1,350.00"
10/16/2023,5.6,1.91,INVESTMENT,Olympia Capital Holdings Ltd Ord 5.00,KE0000000166,,2.76,3.1,3,3,2.9,100,"40,000,000","120,000,000",3,3.3,2.7
10/16/2023,1.35,0.45,INVESTMENT,Trans-Century Plc Ord 0.50AIMS,KE2000002184,,0.5,0.54,0.54,0.52,0.52,"3,100","1,128,028,321","609,135,293",0.54,0.59,0.49
10/16/2023,8,5.5,INVESTMENT SERVICES,Nairobi Securities Exchange Plc Ord 4.00,KE3000009674,,6,6.1,6.18,5.9,5.94,"8,500","259,500,791","1,546,624,714",5.96,6.56,5.36
10/16/2023,92.25,65,MANUFACTURING & ALLIED,B.O.C Kenya Plc Ord 5.00,KE0000000042,,,,,,80,-,"19,525,446","1,562,035,680",80,88,72
10/16/2023,495,400,MANUFACTURING & ALLIED,British American Tobacco Kenya Plc Ord 10.00,KE0000000075,,420,421,420.5,420.5,420,"1,200","100,000,000","42,050,000,000",420.5,462.55,378.45
10/16/2023,17.5,11,MANUFACTURING & ALLIED,Carbacid Investments Plc Ord 1.00,KE0000000117,,15.5,15.9,16,15.05,15.15,"8,900","254,851,985","3,911,977,970",15.35,16.89,13.82
10/16/2023,190,120,MANUFACTURING & ALLIED,East African Breweries Plc Ord 2.00,KE0000000216,xd,128,130,130,128,126,"1,100","790,774,356","102,207,585,513",129.25,142.18,116.33
10/16/2023,1.54,0.9,MANUFACTURING & ALLIED,Flame Tree Group Holdings Ltd Ord 0.825GEMS,KE4000001323,,1.2,1.26,1.2,1.2,1.2,100,"178,053,486","213,664,183",1.2,1.32,1.08
10/16/2023,19.5,10.4,MANUFACTURING & ALLIED,Kenya Orchards Ltd Ord 5.00AIMS,KE0000000331,,19,,,,19.5,-,"12,868,124","250,928,418",19.5,21.45,17.55
10/16/2023,0.27,0.27,MANUFACTURING & ALLIED,Mumias Sugar Co. Ltd Ord 2.00,KE0000000372,S,,,,,0.27,-,"1,530,000,000","413,100,000",0.27,0.3,0.24
10/16/2023,32,15,MANUFACTURING & ALLIED,Unga Group Ltd Ord 5.00,KE0000000497,,13.5,14.9,14.5,13.5,15,200,"75,708,873","1,059,924,222",14,15.4,12.6
10/16/2023,29,12.7,TELECOMMUNICATION,Safaricom Plc Ord 0.05,KE1000001402,,13.9,14,14.2,13.8,13.95,"1,711,200","40,065,428,000","558,912,720,600",13.95,15.35,12.56
10/16/2023,10,5.48,REAL ESTATE INVESTMENT TRUST,ILAM FAHARI I-REIT Ord.20.00,KE5000003656,S,,,,,7.52,-,"180,972,300","1,360,911,696",7.52,8.27,6.77
10/16/2023,20,20,REAL ESTATE INVESTMENT TRUST,LAPTRUST IMARA I-REIT Ord.20.00,KE9100008870,,,,,,20,-,"346,231,413","6,924,628,260",20,22,18
10/16/2023,2580,1880,EXCHANGE TRADED FUNDS,ABSA New Gold ETF,ZAE000060067,,,,2450i,2450i,2530,,"400,000","1,012,000,000","2,530.00",-,-
10/17/2023,14.5,10,AGRICULTURAL,Eaagads Ltd Ord 1.25 AIMS,KE0000000208,,,13.7,,,13.7,-,"32,157,000","440,550,900",13.7,15.07,12.33
10/17/2023,430,240,AGRICULTURAL,Kakuzi Plc Ord.5.00,KE0000000281,,385,406,,,406,-,"19,599,999","7,957,599,594",406,446.6,365.4
10/17/2023,241,81,AGRICULTURAL,Kapchorua Tea Kenya Plc Ord Ord 5.00AIMS,KE4000001760,,210,214,214,214,213.25,100,"7,824,000","1,674,336,000",214,235.4,192.6
10/17/2023,490,320,AGRICULTURAL,The Limuru Tea Co. Plc Ord 20.00AIMS,KE0000000356,,,,,,380,-,"2,400,000","912,000,000",380,418,342
10/17/2023,32.6,19.45,AGRICULTURAL,Sasini Plc Ord 1.00,KE0000000430,,22.5,23,23,23,22.45,600,"228,055,500","5,245,276,500",23,25.3,20.7
10/17/2023,275,120,AGRICULTURAL,Williamson Tea Kenya Plc Ord 5.00AIMS,KE0000000505,,202,220,220,220,220,700,"17,512,640","3,852,780,800",220,242,198
10/17/2023,49,24.3,AUTOMOBILES & ACCESSORIES,Car & General (K) Ltd Ord 5.00,KE0000000109,,25.55,,26.6,25.55,26,"3,600","80,206,616","2,089,382,347",26.05,28.66,23.45
10/17/2023,13,10,BANKING,ABSA Bank Kenya Plc Ord 0.50,KE0000000067,,11.9,12.05,12.05,11.85,11.85,"409,000","5,431,536,000","65,178,432,000",12,13.2,10.8
